n,avg_time,std_dev,label
100000,2.4399720132350922e-06,2.6829063025616743e-06,Fermat (k=5)
200000,2.3000407963991166e-06,2.3821584702925645e-06,Fermat (k=5)
300000,7.599592208862305e-07,4.7226440513432853e-07,Fermat (k=5)
400000,1.0600313544273377e-06,6.768068513551619e-07,Fermat (k=5)
500000,1.00000761449337e-06,4.00003045797348e-07,Fermat (k=5)
600000,9.799841791391373e-07,6.300324295946134e-07,Fermat (k=5)
700000,1.9999220967292786e-06,1.077057376960421e-06,Fermat (k=5)
800000,1.2000557035207748e-06,6.041761712520077e-07,Fermat (k=5)
900000,1.040007919073105e-06,3.846652344424495e-07,Fermat (k=5)
